post_id,title,author,created_utc,cleaned_text,keywords,image_text,doc_embedding,cluster
1i5qd5j,Molten salt nuclear reactor in Wyoming hits key milestone,A***************,2025-01-20 13:40:36,Molten salt nuclear reactor in Wyoming hits key milestone,"['molten', ' salt', ' nuclear', ' reactor', ' wyoming', ' hits', ' milestone']",,"[ 1.36693101e-03 -3.66577040e-03  9.85122984e-04 -4.65240888e-03
 -1.83617114e-03 -4.34479723e-03  1.54549198e-03  2.77792872e-03
  1.09872599e-05 -2.14086706e-03 -5.70469582e-03 -1.86960780e-04
  1.83543458e-03 -1.03930564e-04  4.53412347e-03 -3.52356164e-03
 -3.11794365e-03  1.26024440e-03  7.42128905e-05  2.29272619e-03
  5.80447493e-03  4.60786233e-03 -2.75752973e-03 -3.51253222e-03
  5.10039134e-03  5.61389467e-03  1.05920539e-03 -1.28710421e-03
 -4.04512370e-03 -1.02831493e-03  2.32428731e-03  3.67494649e-03
  4.40026307e-03  3.86813190e-03  4.01334721e-04  1.47182820e-03
  3.00071691e-03  2.58223014e-03  9.07574838e-04 -3.21330852e-03
 -2.04758951e-04 -1.05941936e-03  4.45763441e-03 -1.18118129e-03
 -3.67076881e-03 -3.83288163e-04  5.13739698e-03  6.13451179e-04
 -3.97087960e-03 -4.67182463e-03 -2.01074872e-03  3.32911708e-03
  5.04790712e-03 -4.21709102e-03 -8.07261735e-04  1.10764767e-03
 -3.73358699e-03  5.38784079e-03 -2.10090633e-03 -1.25269289e-03
  4.52399440e-03 -3.32098152e-03  3.31956707e-03  1.70616515e-03
 -3.08909873e-03 -2.35763099e-03 -3.43037653e-03  4.89717908e-03
 -4.97900508e-03 -1.60237902e-03 -4.23460174e-03  3.52809136e-03
  5.10463677e-03 -4.46904171e-03 -2.85748974e-03 -1.30479014e-03
  5.47519140e-03 -3.27487243e-03 -1.78697880e-03  1.90000422e-03
  5.53470687e-04  5.07909944e-03 -4.40225471e-03  5.79373306e-03
  8.98758241e-04  7.49681785e-04  1.03246840e-03 -2.26530246e-03
 -1.03147549e-03  4.36167233e-03  2.95154587e-03 -4.58979420e-03
  2.14192225e-03 -2.44293222e-03 -1.80136680e-03 -4.34502354e-03
  7.43567478e-04 -1.90117804e-03 -2.29408755e-03 -4.26238915e-03]",1
1i5z4jg,A solid electrolyte gives lithium-sulfur batteries ludicrous endurance | Sulfur can store a lot more lithium but is problematically reactive in batteries.,C*********,2025-01-20 19:48:12,A solid electrolyte gives lithiumsulfur batteries ludicrous endurance Sulfur can store a lot more lithium but is problematically reactive in batteries.,"['solid', ' electrolyte', ' gives', ' lithiumsulfur', ' batteries', ' ludicrous', ' endurance', ' sulfur', ' store', ' lithium', ' problematically', ' reactive']",,"[-1.29611907e-03  5.91875287e-03  1.76114566e-03  3.53318360e-03
  1.11366203e-03 -6.48091873e-03  1.07250270e-03  4.35428601e-03
 -2.78171315e-03 -4.78475122e-03 -5.14030037e-03  7.29275926e-04
  1.63567695e-03  1.81047618e-03 -1.65236881e-03  3.47060210e-04
 -2.13405001e-03  1.58858416e-03 -3.36676789e-03 -6.78796973e-03
  6.72979420e-03  3.38417664e-03  2.29331199e-03 -3.20195220e-03
  9.13134019e-04  1.91713544e-03 -4.86244273e-04  2.17438955e-03
  1.40242465e-03 -4.86187078e-03 -9.51659822e-05  5.02865622e-03
 -1.55872793e-03  1.97818992e-03  4.16081399e-03  3.85824754e-03
 -2.54740822e-03 -3.22143873e-03  3.97095131e-03  4.09583969e-04
  2.52715824e-03  2.38520023e-03  4.23015299e-04 -1.42316730e-03
 -1.77933287e-03 -4.16389666e-03  4.50709322e-03  9.59727156e-04
  4.33112215e-03  3.14347330e-03 -9.57723358e-04 -5.48076117e-03
 -2.22563324e-03 -3.82977049e-03 -2.53041857e-03 -2.09824229e-03
  1.60313828e-03 -2.86926562e-03 -4.33900952e-03 -9.25863511e-04
  5.34716342e-03  1.88454380e-03  2.77097133e-04 -1.88068394e-03
 -1.59814648e-04 -1.11947407e-03  1.73395645e-04  3.95009108e-03
 -6.82321982e-03 -2.14329106e-03  2.90127471e-03 -3.59089905e-03
 -1.27381331e-03 -1.15478260e-03  6.50925608e-03 -2.04157527e-03
 -1.01404206e-03  4.48464556e-03 -3.00551718e-03  1.71271665e-03
  1.69034326e-03  2.97876541e-03  3.34442593e-03  4.40956932e-03
 -8.86409369e-04 -1.70890114e-03 -5.89632289e-03 -1.68080104e-03
  1.81625830e-03  6.27250224e-03  6.22371025e-03  3.75496969e-03
  3.32041015e-03  5.57043636e-03  3.72806890e-03  2.88104452e-03
  3.41028674e-03 -4.73339390e-03  3.50441574e-03 -3.61661310e-03]",0
1i6h5lf,"Robotic glove helps pianists boost finger speed and skill in just 30 minutes | The exoskeleton allowed each finger to move on its own, helping participants practice fast, complex finger movements they hadn’t tried before.",c********,2025-01-21 12:08:48,"Robotic glove helps pianists boost finger speed and skill in just 30 minutes The exoskeleton allowed each finger to move on its own, helping participants practice fast, complex finger movements they hadnt tried before.","['robotic', ' glove', ' helps', ' pianists', ' boost', ' finger', ' speed', ' skill', ' minutes', ' exoskeleton', ' allowed', ' move', ' helping', ' participants', ' practice', ' fast', ' complex', ' movements', ' hadnt', ' tried']",,"[-2.60408130e-03  6.92687603e-03 -6.08047051e-03  2.06486788e-03
  2.10629939e-03 -2.29975232e-03  5.57469716e-03  6.03820244e-03
 -5.07750839e-04  5.90701238e-04 -8.18480831e-03 -3.58772674e-03
  4.47391858e-03 -2.48815137e-04 -3.30387196e-03 -5.37613267e-03
  4.76858346e-03 -9.77173797e-04  9.11676500e-04 -7.10718893e-03
  6.27318677e-03  2.31548352e-03  1.83549814e-03  5.18180477e-03
  1.70941802e-03  1.65170536e-03 -2.95755174e-03 -1.22863858e-03
  1.41713442e-03 -3.00363265e-03  7.51176663e-03  8.58145114e-03
 -9.77017626e-05  1.97909540e-03  5.92470542e-03 -1.16606115e-03
 -2.59376667e-03 -5.77315502e-03 -3.02487169e-04 -3.61574255e-03
  9.14554298e-03  1.10363180e-03 -1.41462078e-03 -6.59268117e-03
 -1.86096912e-03 -1.00000191e-03  7.25975865e-03 -5.74966613e-03
  3.64784687e-03  4.59779333e-03 -1.39484857e-03 -1.50721543e-03
 -1.33982662e-03  3.87731800e-03 -1.86456396e-04  4.90294769e-03
 -1.58712865e-04 -4.43422841e-03 -3.18252860e-05 -5.03065111e-03
  1.89236016e-03  3.63465096e-03  7.58272072e-04  3.66016012e-03
 -1.31974870e-03  2.76303105e-03  3.27542354e-03  2.95605673e-03
 -7.03902310e-03  3.67819914e-03 -1.64780719e-03  2.17835722e-03
  3.85615113e-03  1.78327947e-03  2.99719768e-03  2.23676302e-03
  4.75929293e-04  4.24076524e-03 -3.07461433e-03  6.99193100e-04
  5.02713141e-04  4.52091917e-03  5.07992809e-04  9.68766399e-03
 -2.36364128e-03  5.39310975e-03 -5.13312593e-03  5.92555339e-03
  3.77289834e-03  3.65390605e-03  4.25547408e-03 -9.62413556e-04
 -6.22468255e-03  1.53719052e-03  5.69839217e-03  1.95511547e-03
  1.96829229e-03 -4.16890485e-03  6.36824640e-03 -1.85354293e-04]",0
1i6hass,"Plant-based breakthrough boosts water-based zinc batteries’ performance in cold | The breakthrough prevents freezing in water-based zinc electrolytes, improving battery efficiency in cold conditions.",c********,2025-01-21 12:17:30,"Plantbased breakthrough boosts waterbased zinc batteries performance in cold The breakthrough prevents freezing in waterbased zinc electrolytes, improving battery efficiency in cold conditions.","['plantbased', ' breakthrough', ' boosts', ' waterbased', ' zinc', ' batteries', ' performance', ' cold', ' prevents', ' freezing', ' electrolytes', ' improving', ' battery', ' efficiency', ' conditions']",,"[ 3.84380482e-03 -9.30955575e-04 -1.48925663e-03  1.37082988e-03
  1.15015742e-03 -6.11581467e-03 -4.51974198e-03 -1.54500059e-03
  1.01585116e-03 -1.62253296e-03 -9.36659705e-03 -5.20598004e-03
  4.27221647e-03  2.79803365e-03  3.49314092e-03 -1.83253118e-03
  3.00829299e-03 -4.01730509e-03  2.72736815e-03 -4.16545547e-04
  4.76384535e-03 -3.25289718e-03 -4.88849255e-05  4.02916735e-03
  5.79681247e-03 -2.69605080e-03 -3.63501743e-03 -1.98315713e-03
 -7.81377894e-04 -1.67134253e-03  5.74936252e-03 -2.51972047e-03
  4.82506491e-03  3.91017320e-03  4.78450814e-03  1.82370178e-03
 -1.04645547e-03 -2.75266590e-03  1.30305637e-03  3.91748780e-03
  6.22077752e-03 -5.49700856e-03 -1.85871718e-03  5.23226045e-04
 -8.88059265e-04 -3.29440949e-03  1.04730498e-04 -4.46499372e-03
  1.66379509e-03  5.23343775e-03 -3.50795733e-03 -4.27040365e-03
 -4.32633620e-04  3.84855969e-03  1.68417499e-03  3.69319925e-04
 -7.93903600e-04 -2.43118615e-03 -1.42941938e-03 -1.68054120e-03
 -3.68420919e-03  4.87460336e-03 -3.20512499e-03 -1.52798370e-03
  1.87283219e-03  6.99499296e-03 -2.82710907e-03  1.98338041e-03
 -5.29288175e-03  2.70532304e-03 -7.20687211e-03 -2.23787175e-03
  7.41917919e-03 -2.62333686e-03 -6.30270340e-04 -2.63738423e-03
  2.01379182e-03  4.76977602e-03 -3.46043659e-03 -2.68971687e-03
 -4.92565427e-03  1.57123141e-03  5.28508890e-03  1.04668746e-02
 -6.21684361e-03  1.12171663e-04 -6.42872229e-03  8.73236801e-04
  1.49579404e-03  3.20273056e-03  1.86063268e-03  9.00875821e-05
  3.60116159e-04  5.45666553e-03  6.72070123e-03  4.22756886e-03
 -1.55530253e-03 -4.65729740e-04  4.72252443e-03 -3.99119593e-03]",0
1i6iffn,New fuel withstands nuclear thermal propulsion reactor conditions,A***************,2025-01-21 13:21:09,New fuel withstands nuclear thermal propulsion reactor conditions,"['fuel', ' withstands', ' nuclear', ' thermal', ' propulsion', ' reactor', ' conditions']",,"[-1.55977102e-03 -1.37120858e-03  9.01312276e-04 -6.50744885e-04
  6.66613225e-04  1.93970383e-03 -2.56653148e-04 -1.91926002e-03
 -4.51032538e-03 -2.52698606e-04  1.29760569e-03 -1.45603670e-03
  1.15805061e-03  4.81683202e-03 -4.85751079e-03  3.48496786e-03
  4.55774739e-03 -1.93041167e-03  1.41409354e-03 -5.51134069e-03
 -2.25779507e-03  4.94276406e-03  4.81444949e-05  3.81086231e-03
  1.48696569e-03 -2.34382242e-04 -5.91418194e-03  2.12665391e-03
 -2.87284020e-05  1.93466363e-03  4.32243542e-04  4.22549667e-03
  2.14480795e-03  9.80087672e-04 -3.03803058e-03  4.14191000e-03
 -1.50045007e-03 -6.29256852e-03  1.20764424e-03  3.29588656e-03
  6.17228262e-03 -2.85313278e-03 -2.22023856e-03 -4.48683510e-03
  8.31794459e-04  3.08923493e-03  1.69577578e-03  8.26896285e-04
  3.23359878e-03 -3.54513759e-03 -1.69872900e-03 -1.87189749e-03
 -2.39900849e-03  3.10908444e-03  3.08953901e-03  1.00498546e-04
 -1.01860365e-04  2.65695364e-03  3.94383632e-03  2.86321063e-03
 -4.18851990e-03  3.04020755e-03  7.77220557e-05 -2.75037088e-03
 -4.25793184e-03  3.43206595e-03  2.97216844e-04  1.47142899e-04
 -4.23552701e-03  4.29624459e-03  2.20088311e-03 -6.21165091e-04
 -2.39278932e-04  8.41102330e-04  3.68635287e-03 -2.15626904e-03
 -1.86679885e-03 -4.11752058e-04 -5.09287464e-03  2.99945241e-03
  3.17710661e-03  2.67454609e-03  2.02796375e-03  3.93136498e-03
 -8.30919831e-04  2.74572731e-03  3.66200111e-04  4.73694550e-03
  2.45196139e-03  5.77813992e-03  2.41406378e-03  3.36831133e-03
 -5.37973014e-04 -2.71042646e-03  4.49064281e-03  2.18607858e-03
  4.71526803e-03  8.12973478e-04  1.13790447e-03 -1.45947549e-03]",1
1i6kuea,"World’s smallest biomedical robot could pave way for minimally invasive surgeries | At just 0.95 millimeters, it’s 60 percent smaller than any existing model.",c********,2025-01-21 15:16:48,"Worlds smallest biomedical robot could pave way for minimally invasive surgeries At just 0.95 millimeters, its 60 percent smaller than any existing model.","['worlds', ' smallest', ' biomedical', ' robot', ' could', ' pave', ' minimally', ' invasive', ' surgeries', ' millimeters', ' percent', ' smaller', ' existing', ' model']",,"[-0.00475164  0.0040854  -0.00348963  0.00237571  0.00339794 -0.00384431
 -0.00202026 -0.00116565 -0.00138993  0.00243797 -0.00123853  0.00184379
  0.00314219 -0.00215728  0.0010521  -0.00197144  0.00451664  0.00111758
 -0.00135949 -0.00448923  0.00126592 -0.00316092  0.00640739  0.00584164
 -0.00023467 -0.00346001 -0.00591644 -0.00085409 -0.00010741 -0.0030772
  0.00280399 -0.00031169  0.00258507  0.00114941 -0.00251209  0.00163852
 -0.00331402 -0.00314616 -0.00582086 -0.00404539 -0.00197014 -0.00330897
 -0.00200425 -0.00508887 -0.00402183  0.00247256  0.00334608  0.00416589
 -0.00175937 -0.00109147 -0.0021312  -0.00180449 -0.00340377  0.00429519
 -0.00593488 -0.00330716 -0.00272347  0.00121303 -0.00141994  0.00539974
  0.00610252  0.00728777 -0.00514486  0.00550613 -0.00273867  0.00448165
 -0.00012619 -0.00269108 -0.00644349  0.00572073 -0.00346284  0.0001793
  0.00400435 -0.0020496   0.00170396  0.00200939  0.00117366 -0.00451031
  0.003132   -0.00180966  0.00039488 -0.00110254 -0.0032335   0.00256213
 -0.00441201 -0.00078656 -0.00014537  0.00253925 -0.00372725  0.00572133
  0.00434599 -0.00014893  0.00211611  0.00031148  0.00382191 -0.0012728
 -0.00126276  0.00022585  0.00319551 -0.00043204]",1
1i78leq,"Researchers have discovered that proteins in the mollusk’s blood not only have bacteria-killing properties, raising the possibility of a new antibiotic, but also increase the effectiveness of some existing antibiotics.",c********,2025-01-22 10:59:08,"Researchers have discovered that proteins in the mollusks blood not only have bacteriakilling properties, raising the possibility of a new antibiotic, but also increase the effectiveness of some existing antibiotics.","['researchers', ' discovered', ' proteins', ' mollusks', ' blood', ' bacteriakilling', ' properties', ' raising', ' possibility', ' antibiotic', ' also', ' increase', ' effectiveness', ' existing', ' antibiotics']",,"[-4.30441648e-03  2.52461783e-03  2.36682058e-03 -2.41541094e-03
  1.44242041e-03 -7.01730046e-03 -2.77189096e-03  5.64547302e-03
 -7.66550098e-03 -3.40379984e-03 -4.94286790e-03 -6.76084962e-03
  2.78313598e-03  1.87834806e-03 -3.17490520e-03 -3.69119854e-03
  4.61061206e-03 -3.02411243e-03  4.35515679e-03 -5.59273828e-03
  7.38878734e-03 -4.17662924e-03 -2.95722601e-03 -5.74105885e-04
  5.94591955e-03  2.60187127e-03  3.83010629e-05 -1.63905101e-03
 -4.38668998e-03 -3.25420499e-03  5.08910231e-03 -1.62997900e-03
  9.27687914e-04  5.30157052e-03  4.25860938e-03  2.97782524e-03
  3.67885525e-03  3.57488287e-04  6.73102797e-04 -5.75548178e-03
 -1.17477926e-03  7.87240337e-04  4.67505073e-03 -6.59003435e-03
  4.86887386e-03  2.84321071e-03  4.67611011e-03  2.46799388e-03
 -1.69004721e-03 -1.69496681e-03 -2.35844101e-03  3.18494299e-03
 -3.06487724e-04  3.79270152e-03 -8.10397696e-03 -1.45576370e-03
 -2.62945797e-03  1.02441481e-04 -4.62310971e-04  1.18944398e-03
  2.19145860e-03  6.59738202e-04  3.54851596e-03  5.22140006e-04
  1.71047472e-03  5.30974474e-03 -2.76119192e-03  3.72628612e-03
 -2.63658306e-03  4.13734093e-03 -6.80511305e-03 -1.71375205e-03
  6.36504963e-03  3.01005389e-03  4.40148357e-03 -2.83625443e-03
  2.77302926e-03 -1.44693372e-03 -4.31239512e-03 -3.80085548e-03
 -6.52262475e-04  3.66010051e-03 -1.38238911e-03  7.30759837e-03
 -5.45695052e-03  6.19660085e-03  2.13928032e-03 -2.20722100e-03
  6.01892686e-03  1.32809323e-03  2.81023956e-03  5.14661986e-03
 -2.14228407e-03  1.60201720e-03  1.52747985e-03  1.16679817e-03
 -2.48708343e-03 -1.03779847e-03  1.38743233e-03  7.46135425e-04]",0
1i7agm7,"Breakthrough plastic supercapacitor hits 70,000 charge cycles, offers 100x conductivity | “The advance could lead to supercapacitors that can meet some energy storage demands as the world transitions to renewable, sustainable energy production.”",c********,2025-01-22 12:54:56,"Breakthrough plastic supercapacitor hits 70,000 charge cycles, offers 100x conductivity The advance could lead to supercapacitors that can meet some energy storage demands as the world transitions to renewable, sustainable energy production.","['breakthrough', ' plastic', ' supercapacitor', ' hits', ' charge', ' cycles', ' offers', ' 100x', ' conductivity', ' advance', ' could', ' lead', ' supercapacitors', ' meet', ' energy', ' storage', ' demands', ' world', ' transitions', ' renewable', ' sustainable', ' production']",,"[ 1.62602449e-03  2.06855926e-04 -6.55077049e-04 -4.33593895e-03
  1.04655942e-03 -7.54842209e-03  1.82719622e-03 -9.88888351e-05
 -4.44100099e-03 -7.05885526e-04 -3.27694486e-03 -3.81819811e-03
  4.80117335e-04  4.30104183e-03 -2.75711622e-03 -1.89896172e-03
 -1.46047299e-04  1.35920336e-03  4.23874194e-03 -5.80276479e-04
 -1.54639990e-03 -4.34699142e-03  3.49030644e-03  6.26513222e-03
 -5.00098104e-04 -1.71278976e-03 -5.89669310e-03 -5.08886622e-03
 -5.73076215e-03 -8.68929084e-03  4.13381727e-03  2.06015259e-03
  2.86968984e-03  1.62939518e-03  4.29339055e-03  3.69384326e-03
  1.05294038e-03 -2.24123499e-03  9.92146670e-04 -4.47993539e-03
  4.37480863e-03 -7.82350660e-04 -3.22029274e-03 -5.61101688e-03
  4.19593602e-03 -2.07187561e-03 -3.45208193e-03  1.13133818e-03
  7.57024810e-03 -5.80108899e-04 -6.72554655e-04 -4.17821528e-03
  1.50550914e-03 -7.42219621e-04 -7.56236073e-03  1.32307259e-03
  9.45450040e-04 -8.16814834e-04 -8.07513774e-04  4.33804095e-03
 -9.08854301e-04  1.33882952e-03 -5.59588289e-03  3.31144244e-03
  9.26705688e-05  2.04071379e-03  2.31163204e-03  1.90451811e-03
 -7.77006801e-03  1.51757698e-03  2.75319297e-04  3.73577559e-03
  5.15569188e-03 -1.62716978e-03  8.46049283e-03 -1.59542717e-03
  3.44258477e-03 -5.28183253e-03  3.09530064e-03  3.32943839e-03
 -3.32127232e-03  3.39200255e-03 -1.06333697e-03  5.85198635e-03
 -3.98016814e-03  3.74275842e-03 -2.60845153e-03 -6.89624867e-04
  2.52244528e-03 -3.48276517e-04  4.49841190e-03  1.19731470e-03
 -9.59299330e-04  8.08930083e-04  2.86705489e-03  6.58078259e-03
  1.90586830e-03 -2.20728293e-03  5.03901672e-03 -1.68197416e-03]",0
1i7bhqs,3D-printed battery made from fungi feeds on sugars,A***************,2025-01-22 13:48:58,3Dprinted battery made from fungi feeds on sugars,"['3dprinted', ' battery', ' made', ' fungi', ' feeds', ' sugars']",,"[ 0.00040579  0.0028691  -0.0005079  -0.00253869  0.00371621  0.0018705
 -0.00384287 -0.00257904  0.00113416 -0.00080189 -0.00069641 -0.00512889
  0.00207779  0.00140464 -0.00032101  0.0011864  -0.00419922  0.00065972
  0.00438437 -0.00320386  0.00304252  0.00176737  0.00041048 -0.00172078
 -0.00202755  0.00060595  0.00089469 -0.00161699  0.00263511 -0.00475103
 -0.00151824  0.00556968 -0.00245867  0.00083042  0.0005345  -0.00271559
  0.00359087 -0.00214222  0.00011455 -0.00236042 -0.00071313 -0.00305542
  0.00449992 -0.00345944  0.00289828 -0.00208259  0.00272573 -0.00392931
 -0.00408402  0.00596077 -0.00188576 -0.00167039 -0.00265869  0.00236722
 -0.0005365   0.00392776  0.00461284  0.00352587  0.00131405  0.0037714
 -0.00463223 -0.00135963  0.002444    0.00510939 -0.00404016 -0.00144915
 -0.00330804  0.00096564 -0.0059095   0.00111016  0.00345068 -0.00115988
 -0.00385891  0.00065584 -0.00269391  0.00486176  0.00391534 -0.00451368
 -0.00302569  0.00519175 -0.0007157   0.00546721 -0.00448199  0.00031161
 -0.00433131 -0.00078234 -0.00307802 -0.00050489 -0.00329152  0.00136966
  0.00436188  0.00375121  0.00209105 -0.00258017  0.00539012  0.0052082
  0.00451833 -0.00285645 -0.0026275   0.00265521]",1
1i82s0a,Got milk? Startup develops milk-based targeted drug-delivery technology,A***************,2025-01-23 12:59:08,Got milk? Startup develops milkbased targeted drugdelivery technology,"['milk', ' startup', ' develops', ' milkbased', ' targeted', ' drugdelivery', ' technology']",,"[ 1.34817243e-03 -1.00481138e-03 -3.82080814e-03  4.14691772e-03
  8.99730308e-04 -3.30244075e-03  4.24820371e-03  2.25430611e-03
  1.30642671e-03 -1.05327507e-03 -1.05523621e-03  9.79611767e-04
 -5.44351002e-04 -2.02232320e-03  3.26284533e-03  5.51600475e-04
  4.96567832e-03 -6.42638048e-03 -2.96481443e-03 -1.87926204e-03
 -1.36887003e-03  3.40853352e-03 -1.16885791e-03  4.06155782e-03
  5.68923540e-03 -1.84555794e-03  1.18304614e-03  3.22581036e-03
 -1.07425230e-03 -2.52604997e-03  2.79192091e-03 -7.37254042e-04
  2.70225992e-03 -1.29172928e-04 -4.12709313e-03 -1.37208961e-03
 -4.42700461e-03 -1.54058493e-04  3.75514245e-03 -4.81333910e-03
  5.10607054e-03  1.11710222e-03 -2.50913273e-03 -1.07877422e-03
  1.89710269e-03 -3.48070636e-03 -3.76270944e-03 -4.43354622e-03
 -9.96571383e-04 -1.77294156e-03  4.03696671e-03 -2.13065557e-03
  8.07904813e-04 -1.61704526e-03 -1.58839114e-03  3.34635773e-03
 -1.80422957e-03  2.45711370e-03 -6.23194547e-03  1.14955672e-03
 -1.46070612e-03  2.82800989e-03 -4.32121195e-03  8.39027751e-04
 -4.44196165e-03 -3.53867305e-03  2.85047712e-03 -1.33191561e-03
 -6.38320856e-03 -3.05379438e-03 -3.41352099e-03  2.68479413e-03
  2.06098799e-03 -4.87767300e-03  2.49690190e-03  1.66319637e-03
 -3.47169163e-03 -4.56717052e-03  7.01060999e-05 -2.06459872e-03
 -7.80878763e-04  1.40003965e-03  2.74719496e-04 -7.42628938e-04
 -2.97932449e-04 -2.72585521e-03  2.28527142e-03  5.89994248e-03
 -4.11203457e-03  3.66027188e-03  3.93901998e-03  3.20705120e-03
 -2.97216204e-04 -3.06414720e-03  1.19432749e-03  5.66394115e-03
  2.85525428e-04  3.14330054e-03 -3.94632109e-03  7.01285258e-04]",1
1i83i21,"A new method to fabricate soft electronics via particle engulfment printing | The electronics industry is leading to the development of countless devices of different sizes and shapes, which are designed for a variety of applications.",c********,2025-01-23 13:36:47,"A new method to fabricate soft electronics via particle engulfment printing The electronics industry is leading to the development of countless devices of different sizes and shapes, which are designed for a variety of applications.","['method', ' fabricate', ' soft', ' electronics', ' particle', ' engulfment', ' printing', ' industry', ' leading', ' development', ' countless', ' devices', ' different', ' sizes', ' shapes', ' designed', ' variety', ' applications']",,"[-1.80338114e-03 -8.33778991e-04 -2.14721798e-03 -2.72728270e-03
  4.94570611e-03 -4.67154896e-03  5.41916233e-04  9.03008413e-03
 -2.01856368e-04  1.60745613e-03 -3.24115879e-03 -4.19981964e-03
  2.44133756e-03 -1.37922040e-03 -1.77273573e-03 -5.69237722e-03
  5.78882173e-03 -3.89868161e-03 -3.51362140e-03 -3.76721751e-03
  8.34982668e-04  1.09727425e-03  2.94310646e-03  8.68758187e-04
  4.78717685e-03 -1.05655089e-03 -2.93508056e-03 -6.32067584e-03
  2.51609040e-03  1.61382707e-03  3.93253751e-03  2.44645262e-03
  3.37202358e-03  9.89721436e-03  2.41397345e-03  1.42579142e-03
  4.04382451e-03 -4.64109238e-03  5.39040775e-05  2.27779779e-03
  5.36449254e-03  3.32426303e-03  1.82704348e-03 -8.05259217e-03
 -3.81758320e-03 -4.01182706e-03 -2.80582369e-03 -2.92165554e-03
 -4.22146186e-05  5.99804152e-05 -1.43661024e-03  3.95866251e-03
 -2.35569337e-03 -1.94873812e-03 -7.38245808e-03 -2.01360369e-03
 -1.29717658e-03  1.75423035e-03 -2.25613825e-03 -1.23237958e-03
  3.50953382e-03  1.15811243e-03 -1.53679645e-03  9.29733596e-06
 -2.45652511e-03 -2.61274632e-04 -1.11831282e-03  5.77310449e-04
 -7.47661712e-03 -7.18148367e-04 -5.91742294e-03  1.11808896e-03
 -1.88348431e-03  9.42930870e-04 -5.37364453e-04  2.03108159e-03
  3.46795493e-03  1.83598045e-03  5.12612169e-04  2.04169424e-03
  3.12785443e-04  5.50409453e-03 -1.20310474e-03  2.58399546e-03
 -5.55913523e-03  4.76431008e-03  2.74490798e-03  4.94638644e-03
 -1.59550509e-05  7.37708667e-03  5.59736229e-03  1.31769734e-03
 -9.82343685e-04 -2.85280216e-03  7.60978553e-03 -1.95934135e-03
  4.17902321e-03 -8.64282623e-03  2.06741877e-03 -3.20145371e-03]",0
1i83twc,"China’s next-gen sexbots powered by AI about to hit the shelves | Future models ‘react with both movements and speech, significantly enhancing user experience by focusing on emotional connection’",M**********,2025-01-23 13:53:24,"Chinas nextgen sexbots powered by AI about to hit the shelves Future models react with both movements and speech, significantly enhancing user experience by focusing on emotional connection","['chinas', ' nextgen', ' sexbots', ' powered', ' shelves', ' future', ' models', ' react', ' movements', ' speech', ' significantly', ' enhancing', ' user', ' experience', ' focusing', ' emotional', ' connection']",,"[-7.52998749e-04  1.57343026e-03 -5.44063747e-03  2.14006193e-03
  4.00963193e-03 -7.35582551e-03  4.98791737e-03  9.50585958e-03
  1.83138996e-04 -4.74523241e-03 -1.88612251e-03  1.35422812e-03
 -4.27423185e-03 -3.26664653e-03  3.30173201e-03 -5.37316839e-04
 -1.17113255e-03 -1.46862608e-03 -2.13785772e-03 -6.03160402e-03
  2.09892215e-03  3.81287280e-03  3.44703114e-03  5.25980815e-03
 -2.48563639e-03  3.85721261e-03 -8.75229202e-03 -3.66916793e-04
 -1.19658478e-03 -2.45559192e-03 -8.38922511e-04  7.11760018e-03
  6.15264475e-03  6.41523581e-03  1.95110228e-03 -1.35402067e-03
  4.15946124e-03 -6.26032148e-03 -3.06957355e-03 -1.84672768e-03
 -1.61075417e-03 -1.45048311e-03 -4.43095481e-03 -2.85707950e-03
 -1.66096073e-03 -1.25462946e-04 -6.68597000e-04 -5.46866504e-04
 -2.08336883e-03  5.58078662e-03  2.40900437e-03 -2.82998267e-03
 -2.93057645e-04  3.46611673e-03 -3.06103611e-03  2.11994234e-03
 -1.10700063e-03  8.71636730e-04 -5.77864237e-03  4.83748876e-03
  2.65412289e-03  4.49173711e-03 -5.94570488e-03  3.65230069e-03
 -6.18665433e-03 -2.77786603e-05  8.45045026e-04  1.95387960e-03
 -2.08256347e-03  6.04755292e-03 -6.53114344e-04 -1.25735567e-03
  4.33802279e-03 -2.72885954e-04  3.83861479e-03  6.28188660e-04
  2.89294799e-03  4.02117707e-03  8.84251844e-04  4.24802129e-04
  4.12480952e-03 -1.38924865e-03  4.04062128e-04  9.29273386e-03
 -2.99393781e-04  2.58101703e-04 -4.22521820e-03  2.89550121e-03
  3.64906481e-03  5.36294840e-03  9.05442925e-04 -3.19363596e-03
 -6.26291800e-03  4.79257386e-03  4.77882801e-03  1.13386917e-03
 -1.84531545e-03 -8.04777909e-03  8.61621404e-04 -5.46682905e-03]",0
